DATE,PROVINCE,TESTS_ALL,TESTS_ALL_POS,CASES,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROV,POP
2020-10-01,Liège,4364,643,552,Wallonia,12,100,20,11,0,9,9,WLG,1109800
2020-10-01,Luxembourg,834,76,86,Wallonia,3,8,1,0,0,0,0,WLX,286752
2020-10-01,Namur,1986,164,225,Wallonia,6,11,5,2,1,1,0,WNA,495832
2020-10-01,OostVlaanderen,4409,286,214,Flanders,14,66,15,5,0,8,11,VOV,1200945
2020-10-01,VlaamsBrabant,4034,341,319,Flanders,6,25,5,1,0,4,1,VBR,1155843
2020-10-01,WestVlaanderen,3995,209,145,Flanders,11,45,10,3,0,4,3,VWV,1525255
2020-10-02,Antwerpen,5871,420,338,Flanders,14,147,29,7,1,10,7,VAN,1869730
2020-10-02,BrabantWallon,1744,214,177,Wallonia,2,9,2,1,0,1,1,WBR,406019
2020-10-02,Brussels,5212,903,819,Brussels,15,240,50,32,4,11,12,BRU,1218255
2020-10-02,Hainaut,4258,475,644,Wallonia,14,88,15,9,0,9,12,WHT,1346840
2020-10-02,Limburg,2130,102,94,Flanders,7,25,6,0,0,3,4,VLI,877370
2020-10-02,Liège,4324,531,602,Wallonia,12,103,21,11,0,9,3,WLG,1109800
2020-10-02,Luxembourg,931,74,108,Wallonia,3,8,1,0,0,0,0,WLX,286752
2020-10-02,Namur,1809,218,201,Wallonia,6,17,4,1,1,6,0,WNA,495832
2020-10-02,OostVlaanderen,5202,265,186,Flanders,14,75,17,5,0,5,4,VOV,1200945
2020-10-02,VlaamsBrabant,4152,340,285,Flanders,6,33,6,2,0,9,3,VBR,1155843
2020-10-02,WestVlaanderen,4815,200,157,Flanders,11,44,12,4,0,3,4,VWV,1525255
2020-10-03,Antwerpen,5089,322,153,Flanders,14,152,33,13,1,8,16,VAN,1869730
2020-10-03,BrabantWallon,1156,128,51,Wallonia,2,7,2,1,0,0,2,WBR,406019
2020-10-03,Brussels,3851,597,317,Brussels,15,246,51,30,5,20,25,BRU,1218255
2020-10-03,Hainaut,4172,426,214,Wallonia,14,93,17,10,0,12,8,WHT,1346840
2020-10-03,Limburg,1826,101,53,Flanders,7,29,8,0,0,4,0,VLI,877370
2020-10-03,Liège,4007,540,383,Wallonia,12,115,27,12,0,16,10,WLG,1109800
2020-10-03,Luxembourg,817,80,50,Wallonia,3,7,2,0,0,0,1,WLX,286752
2020-10-03,Namur,1404,154,107,Wallonia,6,17,5,1,1,0,1,WNA,495832
2020-10-03,OostVlaanderen,4032,160,105,Flanders,14,75,18,6,0,6,6,VOV,1200945
2020-10-03,VlaamsBrabant,3348,247,160,Flanders,6,36,8,2,0,6,2,VBR,1155843
2020-10-03,WestVlaanderen,3598,141,71,Flanders,11,42,14,4,0,1,3,VWV,1525255
2020-10-04,Antwerpen,3307,183,141,Flanders,14,155,33,13,2,10,6,VAN,1869730
2020-10-04,BrabantWallon,682,84,160,Wallonia,2,7,2,1,0,0,0,WBR,406019
2020-10-04,Brussels,1704,359,117,Brussels,15,238,52,31,6,18,12,BRU,1218255
2020-10-04,Hainaut,2401,251,168,Wallonia,14,113,18,7,0,24,2,WHT,1346840
2020-10-04,Limburg,975,35,36,Flanders,7,33,6,0,0,5,1,VLI,877370
2020-10-04,Liège,1583,255,100,Wallonia,12,131,27,12,0,12,3,WLG,1109800
2020-10-04,Luxembourg,363,64,23,Wallonia,3,10,2,0,0,3,0,WLX,286752
2020-10-04,Namur,754,104,72,Wallonia,6,20,4,1,1,2,0,WNA,495832
2020-10-04,OostVlaanderen,1991,118,55,Flanders,14,84,18,6,0,9,7,VOV,1200945
2020-10-04,VlaamsBrabant,1869,152,98,Flanders,6,35,9,2,0,3,2,VBR,1155843
2020-10-04,WestVlaanderen,1834,91,51,Flanders,11,40,15,4,0,0,1,VWV,1525255
2020-10-05,Antwerpen,3629,321,572,Flanders,14,168,33,13,1,12,3,VAN,1869730
2020-10-05,BrabantWallon,1177,143,301,Wallonia,2,9,2,1,0,2,0,WBR,406019
2020-10-05,Brussels,3394,617,997,Brussels,15,260,55,34,5,30,17,BRU,1218255
2020-10-05,Hainaut,2172,246,694,Wallonia,14,125,19,9,0,11,0,WHT,1346840
2020-10-05,Limburg,1775,96,161,Flanders,7,33,8,0,0,2,2,VLI,877370
2020-10-05,Liège,3226,390,786,Wallonia,12,140,29,12,1,11,0,WLG,1109800
2020-10-05,Luxembourg,639,71,167,Wallonia,3,12,4,0,0,1,0,WLX,286752
2020-10-05,Namur,1299,160,269,Wallonia,6,21,5,2,0,3,1,WNA,495832
2020-10-05,OostVlaanderen,3709,169,397,Flanders,14,93,18,6,0,8,1,VOV,1200945
2020-10-05,VlaamsBrabant,2984,345,510,Flanders,6,38,8,2,0,3,3,VBR,1155843
2020-10-05,WestVlaanderen,2714,87,295,Flanders,11,38,14,4,0,4,6,VWV,1525255
2020-10-06,Antwerpen,6821,444,572,Flanders,14,173,32,15,1,11,12,VAN,1869730
2020-10-06,BrabantWallon,1987,344,345,Wallonia,2,11,2,1,0,4,3,WBR,406019
2020-10-06,Brussels,5271,918,1130,Brussels,15,270,56,34,6,28,26,BRU,1218255
2020-10-06,Hainaut,3299,474,686,Wallonia,14,128,18,8,0,16,10,WHT,1346840
2020-10-06,Limburg,2622,131,162,Flanders,7,32,7,0,0,3,3,VLI,877370
2020-10-06,Liège,4001,807,1114,Wallonia,12,122,26,12,1,12,16,WLG,1109800
2020-10-06,Luxembourg,964,134,193,Wallonia,3,11,4,0,0,1,2,WLX,286752
2020-10-06,Namur,1856,282,308,Wallonia,6,21,4,2,0,4,4,WNA,495832
2020-10-06,OostVlaanderen,6871,365,347,Flanders,14,100,18,6,0,17,13,VOV,1200945
2020-10-06,VlaamsBrabant,4827,402,499,Flanders,6,36,8,2,0,0,0,VBR,1155843
2020-10-06,WestVlaanderen,5854,287,241,Flanders,11,48,14,5,0,8,4,VWV,1525255
2020-10-07,Antwerpen,8696,682,621,Flanders,14,194,35,20,1,21,15,VAN,1869730
2020-10-07,BrabantWallon,2060,343,397,Wallonia,2,11,2,2,0,2,1,WBR,406019
2020-10-07,Brussels,6771,1158,1278,Brussels,15,286,56,34,7,38,26,BRU,1218255
2020-10-07,Hainaut,5700,910,1179,Wallonia,14,131,18,9,0,16,15,WHT,1346840
2020-10-07,Limburg,3224,187,127,Flanders,7,39,8,1,0,8,3,VLI,877370
2020-10-07,Liège,4916,822,1094,Wallonia,12,150,29,13,1,13,4,WLG,1109800
2020-10-07,Luxembourg,1474,182,210,Wallonia,3,13,4,0,0,4,2,WLX,286752
2020-10-07,Namur,2271,323,474,Wallonia,6,31,6,2,0,9,3,WNA,495832
2020-10-07,OostVlaanderen,6772,391,423,Flanders,14,104,18,6,0,11,8,VOV,1200945
2020-10-07,VlaamsBrabant,5926,588,574,Flanders,6,41,9,1,0,5,2,VBR,1155843
2020-10-07,WestVlaanderen,5454,265,312,Flanders,11,50,16,6,0,5,4,VWV,1525255
2020-10-08,Antwerpen,6889,646,689,Flanders,14,199,36,19,1,13,13,VAN,1869730
2020-10-08,BrabantWallon,2075,360,370,Wallonia,2,9,2,2,0,2,3,WBR,406019
2020-10-08,Brussels,6762,1315,1253,Brussels,15,298,60,36,7,37,28,BRU,1218255
2020-10-08,Hainaut,4776,709,904,Wallonia,14,132,18,7,0,17,14,WHT,1346840
2020-10-08,Limburg,2805,149,190,Flanders,7,41,7,1,0,2,3,VLI,877370
2020-10-08,Liège,5789,1151,1087,Wallonia,12,173,33,13,1,28,11,WLG,1109800
2020-10-08,Luxembourg,1203,139,285,Wallonia,3,14,5,0,0,0,0,WLX,286752
2020-10-08,Namur,2287,370,414,Wallonia,6,34,8,4,0,4,2,WNA,495832
2020-10-08,OostVlaanderen,5883,368,501,Flanders,14,117,16,7,0,14,8,VOV,1200945
2020-10-08,VlaamsBrabant,5290,569,534,Flanders,6,41,10,1,0,3,1,VBR,1155843
2020-10-08,WestVlaanderen,4933,351,279,Flanders,11,52,18,6,0,4,3,VWV,1525255
2020-10-09,Antwerpen,7431,640,822,Flanders,14,196,35,21,1,12,16,VAN,1869730
2020-10-09,BrabantWallon,2334,421,449,Wallonia,2,10,2,1,0,3,1,WBR,406019
2020-10-09,Brussels,6907,1436,1389,Brussels,15,305,60,33,6,29,24,BRU,1218255
2020-10-09,Hainaut,5223,985,1285,Wallonia,14,144,19,9,0,22,13,WHT,1346840
2020-10-09,Limburg,3034,211,205,Flanders,7,42,7,3,0,5,7,VLI,877370
2020-10-09,Liège,5510,1200,1166,Wallonia,12,203,35,14,1,31,13,WLG,1109800
2020-10-09,Luxembourg,1509,228,264,Wallonia,3,17,4,1,0,3,0,WLX,286752
2020-10-09,Namur,2833,469,524,Wallonia,6,40,9,3,0,6,2,WNA,495832
2020-10-09,OostVlaanderen,6767,517,461,Flanders,14,123,17,6,0,12,12,VOV,1200945
2020-10-09,VlaamsBrabant,5326,562,668,Flanders,6,45,9,1,0,4,0,VBR,1155843
2020-10-09,WestVlaanderen,5431,294,385,Flanders,11,64,15,5,0,15,3,VWV,1525255
2020-10-10,Antwerpen,6795,654,431,Flanders,14,206,37,21,1,15,21,VAN,1869730
2020-10-10,BrabantWallon,2355,369,298,Wallonia,2,14,2,1,0,7,3,WBR,406019
2020-10-10,Brussels,5068,1069,496,Brussels,15,320,60,32,7,32,40,BRU,1218255
2020-10-10,Hainaut,5393,898,649,Wallonia,14,154,23,10,0,23,16,WHT,1346840
2020-10-10,Limburg,2535,171,114,Flanders,7,41,8,3,0,5,6,VLI,877370
2020-10-10,Liège,5630,1164,1022,Wallonia,12,220,35,16,1,29,17,WLG,1109800
2020-10-10,Luxembourg,1270,197,92,Wallonia,3,20,3,1,0,3,1,WLX,286752
2020-10-10,Namur,2065,345,392,Wallonia,6,52,12,3,0,20,2,WNA,495832
2020-10-10,OostVlaanderen,6055,342,212,Flanders,14,114,18,5,0,11,16,VOV,1200945
2020-10-10,VlaamsBrabant,4123,505,327,Flanders,6,46,11,1,0,5,3,VBR,1155843
2020-10-10,WestVlaanderen,5146,375,215,Flanders,11,70,17,5,0,10,5,VWV,1525255
2020-10-11,Antwerpen,5266,477,269,Flanders,14,215,36,20,2,16,11,VAN,1869730
2020-10-11,BrabantWallon,642,113,134,Wallonia,2,17,2,0,0,3,0,WBR,406019
2020-10-11,Brussels,2245,486,269,Brussels,15,315,62,33,8,22,20,BRU,1218255
2020-10-11,Hainaut,5123,1065,467,Wallonia,14,171,26,12,0,22,7,WHT,1346840
2020-10-11,Limburg,1471,100,86,Flanders,7,38,9,3,0,1,4,VLI,877370
2020-10-11,Liège,3445,802,410,Wallonia,12,240,42,22,1,27,19,WLG,1109800
2020-10-11,Luxembourg,734,101,108,Wallonia,3,23,3,0,0,3,0,WLX,286752
2020-10-11,Namur,543,120,167,Wallonia,6,55,14,5,0,9,1,WNA,495832
2020-10-11,OostVlaanderen,4425,242,139,Flanders,14,124,17,4,0,11,3,VOV,1200945
2020-10-11,VlaamsBrabant,3008,238,186,Flanders,6,59,15,4,0,8,2,VBR,1155843
2020-10-11,WestVlaanderen,2919,204,133,Flanders,11,74,17,6,0,9,4,VWV,1525255
2020-10-12,Antwerpen,6365,790,1097,Flanders,14,228,38,19,2,14,6,VAN,1869730
2020-10-12,BrabantWallon,1905,364,357,Wallonia,2,21,2,0,0,5,0,WBR,406019
2020-10-12,Brussels,4623,1021,1422,Brussels,15,330,65,43,8,35,24,BRU,1218255
2020-10-12,Hainaut,5491,1073,1626,Wallonia,14,191,30,13,0,24,6,WHT,1346840
2020-10-12,Limburg,2214,202,289,Flanders,7,42,13,4,0,8,2,VLI,877370
2020-10-12,Liège,5663,1519,1614,Wallonia,12,272,50,24,0,33,2,WLG,1109800
2020-10-12,Luxembourg,1213,173,290,Wallonia,3,26,3,1,0,3,0,WLX,286752
2020-10-12,Namur,2175,503,521,Wallonia,6,64,12,3,0,8,1,WNA,495832
2020-10-12,OostVlaanderen,5192,493,771,Flanders,14,144,23,10,0,14,6,VOV,1200945
2020-10-12,VlaamsBrabant,4235,665,916,Flanders,6,65,15,2,0,8,3,VBR,1155843
2020-10-12,WestVlaanderen,4574,353,667,Flanders,11,90,17,7,0,13,2,VWV,1525255
2020-10-13,Antwerpen,8849,750,1020,Flanders,14,243,39,17,1,19,22,VAN,1869730
2020-10-13,BrabantWallon,2432,446,682,Wallonia,2,22,2,0,0,1,2,WBR,406019
2020-10-13,Brussels,6558,1426,2030,Brussels,15,347,67,46,9,43,31,BRU,1218255
2020-10-13,Hainaut,5435,997,2140,Wallonia,14,219,34,19,0,37,16,WHT,1346840
2020-10-13,Limburg,3594,252,308,Flanders,7,40,12,6,0,1,6,VLI,877370
2020-10-13,Liège,6300,1798,2640,Wallonia,12,315,46,26,0,39,11,WLG,1109800
2020-10-13,Luxembourg,1131,176,258,Wallonia,3,29,4,1,0,5,2,WLX,286752
2020-10-13,Namur,2838,627,821,Wallonia,6,77,14,5,0,12,1,WNA,495832
2020-10-13,OostVlaanderen,7962,570,722,Flanders,14,152,27,10,0,24,21,VOV,1200945
2020-10-13,VlaamsBrabant,6566,734,1062,Flanders,6,65,16,3,0,6,4,VBR,1155843
2020-10-13,WestVlaanderen,6667,578,607,Flanders,11,112,20,9,0,24,11,VWV,1525255
2020-10-14,Antwerpen,11173,1146,1159,Flanders,14,266,40,22,1,24,12,VAN,1869730
2020-10-14,BrabantWallon,3206,675,646,Wallonia,2,23,3,0,0,6,6,WBR,406019
2020-10-14,Brussels,7694,1818,1904,Brussels,15,366,71,45,9,49,41,BRU,1218255
2020-10-14,Hainaut,8417,1990,1860,Wallonia,14,259,41,25,0,49,13,WHT,1346840
2020-10-14,Limburg,4488,286,364,Flanders,7,47,11,5,0,6,4,VLI,877370
2020-10-14,Liège,6823,2085,2249,Wallonia,12,338,51,29,0,41,14,WLG,1109800
2020-10-14,Luxembourg,1392,275,302,Wallonia,3,31,6,2,0,7,5,WLX,286752
2020-10-14,Namur,3712,830,773,Wallonia,6,96,19,8,0,20,3,WNA,495832
2020-10-14,OostVlaanderen,8343,689,752,Flanders,14,171,29,9,1,32,17,VOV,1200945
2020-10-14,VlaamsBrabant,8044,1054,962,Flanders,6,65,17,4,0,6,7,VBR,1155843
2020-10-14,WestVlaanderen,8125,613,665,Flanders,11,115,25,11,0,15,13,VWV,1525255
2020-10-15,Antwerpen,10213,1082,1101,Flanders,14,281,42,22,1,28,17,VAN,1869730
2020-10-15,BrabantWallon,2911,587,522,Wallonia,2,26,5,0,0,6,2,WBR,406019
2020-10-15,Brussels,7126,1821,1732,Brussels,15,393,70,47,8,56,34,BRU,1218255
2020-10-15,Hainaut,6818,1495,2022,Wallonia,14,285,48,29,1,50,25,WHT,1346840
2020-10-15,Limburg,3932,339,334,Flanders,7,52,11,3,3,6,2,VLI,877370
2020-10-15,Liège,6516,1901,2168,Wallonia,12,389,59,29,0,61,20,WLG,1109800
2020-10-15,Luxembourg,1228,294,246,Wallonia,3,36,5,1,0,4,1,WLX,286752
2020-10-15,Namur,2794,515,513,Wallonia,6,106,20,8,0,17,8,WNA,495832
2020-10-15,OostVlaanderen,8673,643,819,Flanders,14,182,30,12,0,28,16,VOV,1200945
2020-10-15,VlaamsBrabant,7353,963,864,Flanders,6,69,15,4,0,7,4,VBR,1155843
2020-10-15,WestVlaanderen,7116,535,760,Flanders,11,131,22,12,0,21,4,VWV,1525255
2020-10-16,Antwerpen,9542,956,1123,Flanders,14,286,48,23,1,20,20,VAN,1869730
2020-10-16,BrabantWallon,2885,602,672,Wallonia,2,25,5,0,0,3,4,WBR,406019
2020-10-16,Brussels,6871,1793,1987,Brussels,15,411,72,48,10,27,30,BRU,1218255
2020-10-16,Hainaut,8425,2038,1894,Wallonia,14,338,50,27,0,65,17,WHT,1346840
2020-10-16,Limburg,4105,390,341,Flanders,7,60,14,4,2,9,4,VLI,877370
2020-10-16,Liège,7154,2017,2130,Wallonia,12,413,65,30,0,40,25,WLG,1109800
2020-10-16,Luxembourg,1356,254,283,Wallonia,3,48,9,2,0,15,2,WLX,286752
2020-10-16,Namur,3091,646,730,Wallonia,6,112,22,11,0,9,7,WNA,495832
2020-10-16,OostVlaanderen,7966,797,955,Flanders,14,199,36,13,0,23,16,VOV,1200945
2020-10-16,VlaamsBrabant,6438,988,1127,Flanders,6,67,13,3,0,5,7,VBR,1155843
2020-10-16,WestVlaanderen,8712,835,800,Flanders,11,139,24,11,0,24,15,VWV,1525255
2020-10-17,Antwerpen,8605,865,673,Flanders,14,295,53,23,1,32,28,VAN,1869730
2020-10-17,BrabantWallon,2155,402,263,Wallonia,2,31,7,0,0,11,4,WBR,406019
2020-10-17,Brussels,6959,1717,791,Brussels,15,460,82,50,10,63,38,BRU,1218255
2020-10-17,Hainaut,7252,1851,1241,Wallonia,14,371,52,31,0,63,31,WHT,1346840
2020-10-17,Limburg,3005,247,258,Flanders,7,60,18,4,2,14,8,VLI,877370
2020-10-17,Liège,6649,2054,1441,Wallonia,12,466,65,30,0,78,40,WLG,1109800
2020-10-17,Luxembourg,1175,267,100,Wallonia,3,51,9,3,0,7,1,WLX,286752
2020-10-17,Namur,3047,681,694,Wallonia,6,114,25,12,0,15,14,WNA,495832
2020-10-17,OostVlaanderen,7606,712,439,Flanders,14,194,39,15,0,31,26,VOV,1200945
2020-10-17,VlaamsBrabant,5983,787,505,Flanders,6,65,12,3,0,6,8,VBR,1155843
2020-10-17,WestVlaanderen,8061,718,387,Flanders,11,160,22,13,0,32,12,VWV,1525255
2020-10-18,Antwerpen,7060,923,410,Flanders,14,309,59,21,1,21,12,VAN,1869730
2020-10-18,BrabantWallon,1668,429,294,Wallonia,2,38,7,0,0,6,0,WBR,406019
2020-10-18,Brussels,4162,1172,241,Brussels,15,498,90,54,10,51,16,BRU,1218255
2020-10-18,Hainaut,6103,1505,822,Wallonia,14,427,59,34,0,45,9,WHT,1346840
2020-10-18,Limburg,2395,263,212,Flanders,7,71,18,5,2,11,4,VLI,877370
2020-10-18,Liège,4286,1490,304,Wallonia,12,494,70,33,2,54,14,WLG,1109800
2020-10-18,Luxembourg,507,133,71,Wallonia,3,67,11,5,0,9,2,WLX,286752
2020-10-18,Namur,1713,406,331,Wallonia,6,129,25,12,0,16,4,WNA,495832
2020-10-18,OostVlaanderen,5993,621,368,Flanders,14,223,42,17,0,23,10,VOV,1200945
2020-10-18,VlaamsBrabant,4490,787,276,Flanders,6,68,7,2,0,8,1,VBR,1155843
2020-10-18,WestVlaanderen,5482,496,264,Flanders,11,173,24,12,0,19,11,VWV,1525255
2020-10-19,Antwerpen,8811,1103,876,Flanders,14,327,63,27,1,16,3,VAN,1869730
2020-10-19,BrabantWallon,2071,452,430,Wallonia,2,46,7,1,0,6,0,WBR,406019
2020-10-19,Brussels,4575,1170,981,Brussels,15,565,97,57,11,72,18,BRU,1218255
2020-10-19,Hainaut,7129,1718,1147,Wallonia,14,455,65,31,0,51,15,WHT,1346840
2020-10-19,Limburg,3174,359,473,Flanders,7,79,19,5,2,6,3,VLI,877370
2020-10-19,Liège,5568,1850,945,Wallonia,12,575,79,32,5,38,2,WLG,1109800
2020-10-19,Luxembourg,668,134,168,Wallonia,3,72,12,6,0,6,2,WLX,286752
2020-10-19,Namur,3219,799,462,Wallonia,6,157,24,17,1,27,1,WNA,495832
2020-10-19,OostVlaanderen,7710,985,995,Flanders,14,240,45,17,0,18,5,VOV,1200945
2020-10-19,VlaamsBrabant,5193,884,718,Flanders,6,74,10,4,1,7,1,VBR,1155843
2020-10-19,WestVlaanderen,5817,643,868,Flanders,11,183,25,12,0,16,7,VWV,1525255
2020-10-20,Antwerpen,8108,989,133,Flanders,14,334,63,31,2,28,34,VAN,1869730
2020-10-20,BrabantWallon,3692,965,264,Wallonia,2,56,9,2,0,13,7,WBR,406019
2020-10-20,Brussels,8237,2204,340,Brussels,15,603,103,66,13,91,52,BRU,1218255
2020-10-20,Hainaut,8362,2176,657,Wallonia,14,501,71,42,2,69,37,WHT,1346840
2020-10-20,Limburg,4891,602,142,Flanders,7,91,20,5,2,15,4,VLI,877370
2020-10-20,Liège,7454,2407,674,Wallonia,12,596,87,39,3,70,41,WLG,1109800
2020-10-20,Luxembourg,1207,300,33,Wallonia,3,82,17,8,0,10,11,WLX,286752
2020-10-20,Namur,4271,1222,296,Wallonia,6,160,24,16,1,21,18,WNA,495832
2020-10-20,OostVlaanderen,8095,1032,143,Flanders,14,257,49,21,0,31,30,VOV,1200945
2020-10-20,VlaamsBrabant,6554,1184,160,Flanders,6,85,13,5,1,19,9,VBR,1155843
2020-10-20,WestVlaanderen,8354,861,146,Flanders,11,204,30,13,0,44,19,VWV,1525255
2020-10-21,Brussels,670,91,27,Brussels,15,664,104,73,15,86,49,BRU,1218255
2020-10-21,Hainaut,1411,363,3,Wallonia,14,604,81,45,2,97,37,WHT,1346840
2020-10-21,Limburg,248,44,1,Flanders,7,104,19,5,3,19,6,VLI,877370
2020-10-21,Liège,553,93,1,Wallonia,12,643,95,44,2,62,51,WLG,1109800
2020-10-21,Luxembourg,113,31,1,Wallonia,3,81,17,11,0,8,9,WLX,286752
2020-10-21,Namur,181,13,1,Wallonia,6,170,29,18,1,19,10,WNA,495832
2020-10-21,VlaamsBrabant,499,74,4,Flanders,6,99,13,6,1,14,3,VBR,1155843
