Entity,Code,Date,new_hospital_admissions
Northern Ireland,,2020-10-20,45.42857143
Northern Ireland,,2020-10-21,46.14285714
Northern Ireland,,2020-10-22,47.14285714
Northern Ireland,,2020-10-23,47
Northern Ireland,,2020-10-24,48
Northern Ireland,,2020-10-25,48.14285714
Northern Ireland,,2020-10-26,48.57142857
Northern Ireland,,2020-10-27,49
Northern Ireland,,2020-10-28,48.71428571
Northern Ireland,,2020-10-29,49.28571429
Northern Ireland,,2020-10-30,49.42857143
Northern Ireland,,2020-10-31,47.14285714
Northern Ireland,,2020-11-01,45.71428571
Northern Ireland,,2020-11-02,46.85714286
Northern Ireland,,2020-11-03,47.28571429
Northern Ireland,,2020-11-04,49.14285714
Northern Ireland,,2020-11-05,46.71428571
Northern Ireland,,2020-11-06,47.42857143
Northern Ireland,,2020-11-07,48
Northern Ireland,,2020-11-08,49.57142857
Northern Ireland,,2020-11-09,48.71428571
Northern Ireland,,2020-11-10,47.71428571
Northern Ireland,,2020-11-11,47.14285714
Northern Ireland,,2020-11-12,46.42857143
Northern Ireland,,2020-11-13,43.85714286
Northern Ireland,,2020-11-14,43.71428571
Northern Ireland,,2020-11-15,43.28571429
Northern Ireland,,2020-11-16,42.85714286
Northern Ireland,,2020-11-17,41.71428571
Northern Ireland,,2020-11-18,40.14285714
Northern Ireland,,2020-11-19,40.57142857
Northern Ireland,,2020-11-20,42
Northern Ireland,,2020-11-21,41.14285714
Northern Ireland,,2020-11-22,38.85714286
Northern Ireland,,2020-11-23,35.71428571
Northern Ireland,,2020-11-24,35.14285714
Northern Ireland,,2020-11-25,35.85714286
Northern Ireland,,2020-11-26,34.57142857
Northern Ireland,,2020-11-27,34.28571429
Northern Ireland,,2020-11-28,33.42857143
Northern Ireland,,2020-11-29,33.57142857
Northern Ireland,,2020-11-30,35.71428571
Northern Ireland,,2020-12-01,35.14285714
Northern Ireland,,2020-12-02,34.28571429
Northern Ireland,,2020-12-03,35.71428571
Northern Ireland,,2020-12-04,35.14285714
Northern Ireland,,2020-12-05,35.71428571
Northern Ireland,,2020-12-06,36.28571429
Northern Ireland,,2020-12-07,35.85714286
Northern Ireland,,2020-12-08,38.14285714
Northern Ireland,,2020-12-09,37.14285714
Northern Ireland,,2020-12-10,35.57142857
Northern Ireland,,2020-12-11,33.71428571
Northern Ireland,,2020-12-12,34.71428571
Northern Ireland,,2020-12-13,35.28571429
Northern Ireland,,2020-12-14,36.85714286
Northern Ireland,,2020-12-15,36
Northern Ireland,,2020-12-16,37.57142857
Northern Ireland,,2020-12-17,39.28571429
Northern Ireland,,2020-12-18,41.14285714
Northern Ireland,,2020-12-19,39.71428571
Northern Ireland,,2020-12-20,38.42857143
Northern Ireland,,2020-12-21,38.42857143
Northern Ireland,,2020-12-22,37.57142857
Northern Ireland,,2020-12-23,37.85714286
Northern Ireland,,2020-12-24,37.42857143
Northern Ireland,,2020-12-26,37.57142857
Northern Ireland,,2020-12-28,41.57142857
Northern Ireland,,2020-12-29,43.85714286
Northern Ireland,,2020-12-30,44.85714286
Northern Ireland,,2020-12-31,45.71428571
Northern Ireland,,2021-01-02,46.42857143
Northern Ireland,,2021-01-03,42.14285714
Scotland,,2020-03-01,0
Scotland,,2020-03-02,0
Scotland,,2020-03-03,0
Scotland,,2020-03-04,0
Scotland,,2020-03-05,0
Scotland,,2020-03-06,0
Scotland,,2020-03-07,12.71428571
Scotland,,2020-03-08,13.57142857
Scotland,,2020-03-09,14.57142857
Scotland,,2020-03-10,17
Scotland,,2020-03-11,19.42857143
Scotland,,2020-03-12,20.14285714
Scotland,,2020-03-13,20.71428571
Scotland,,2020-03-14,22.57142857
Scotland,,2020-03-15,23.42857143
Scotland,,2020-03-16,25.14285714
Scotland,,2020-03-17,26.85714286
Scotland,,2020-03-18,29.14285714
Scotland,,2020-03-19,31.71428571
Scotland,,2020-03-20,38.42857143
Scotland,,2020-03-21,44.28571429
Scotland,,2020-03-22,49.28571429
Scotland,,2020-03-23,58.42857143
Scotland,,2020-03-24,66.28571429
Scotland,,2020-03-25,77.57142857
Scotland,,2020-03-26,93.71428571
Scotland,,2020-03-27,104.4285714
Scotland,,2020-03-28,117.8571429
Scotland,,2020-03-29,130
Scotland,,2020-03-30,143.7142857
Scotland,,2020-03-31,156.1428571
Scotland,,2020-04-01,169.2857143
Scotland,,2020-04-02,171.2857143
Scotland,,2020-04-03,180.5714286
Scotland,,2020-04-04,180
Scotland,,2020-04-05,183.2857143
Scotland,,2020-04-06,185
Scotland,,2020-04-07,183.1428571
Scotland,,2020-04-08,175.1428571
Scotland,,2020-04-09,169.5714286
Scotland,,2020-04-10,156
Scotland,,2020-04-11,145.5714286
Scotland,,2020-04-12,134.8571429
Scotland,,2020-04-13,120.4285714
Scotland,,2020-04-14,110.4285714
Scotland,,2020-04-15,101.8571429
Scotland,,2020-04-16,97.14285714
Scotland,,2020-04-17,96.14285714
Scotland,,2020-04-18,95.28571429
Scotland,,2020-04-19,91.42857143
Scotland,,2020-04-20,86.42857143
Scotland,,2020-04-21,82
Scotland,,2020-04-22,77.28571429
Scotland,,2020-04-23,73
Scotland,,2020-04-24,70.28571429
Scotland,,2020-04-25,65.85714286
Scotland,,2020-04-26,63.14285714
Scotland,,2020-04-27,64.57142857
Scotland,,2020-04-28,64.85714286
Scotland,,2020-04-29,62.42857143
Scotland,,2020-04-30,61
Scotland,,2020-05-01,56
Scotland,,2020-05-02,56.42857143
Scotland,,2020-05-03,56.42857143
Scotland,,2020-05-04,53
Scotland,,2020-05-05,48.42857143
Scotland,,2020-05-06,48.14285714
Scotland,,2020-05-07,45.14285714
Scotland,,2020-05-08,41.71428571
Scotland,,2020-05-09,38
Scotland,,2020-05-10,36.42857143
Scotland,,2020-05-11,33.57142857
Scotland,,2020-05-12,33.14285714
Scotland,,2020-05-13,30.28571429
Scotland,,2020-05-14,29
Scotland,,2020-05-15,28.85714286
Scotland,,2020-05-16,28.57142857
Scotland,,2020-05-17,25.85714286
Scotland,,2020-05-18,25
Scotland,,2020-05-19,21.57142857
Scotland,,2020-05-20,20.42857143
Scotland,,2020-05-21,18.42857143
Scotland,,2020-05-22,16.14285714
Scotland,,2020-05-23,15.57142857
Scotland,,2020-05-24,15.42857143
Scotland,,2020-05-25,13.42857143
Scotland,,2020-05-26,13.57142857
Scotland,,2020-05-27,12.57142857
Scotland,,2020-05-28,11.57142857
Scotland,,2020-05-29,10.85714286
Scotland,,2020-05-30,9.428571429
Scotland,,2020-05-31,9.714285714
Scotland,,2020-06-01,8.857142857
Scotland,,2020-06-02,7.571428571
Scotland,,2020-06-03,7.285714286
Scotland,,2020-06-04,7.285714286
Scotland,,2020-06-05,7.285714286
Scotland,,2020-06-06,7.428571429
Scotland,,2020-06-07,6.857142857
Scotland,,2020-06-08,6.285714286
Scotland,,2020-06-09,6.142857143
Scotland,,2020-06-10,5.857142857
Scotland,,2020-06-11,6
Scotland,,2020-06-12,4.714285714
Scotland,,2020-06-13,4.571428571
Scotland,,2020-06-14,4.571428571
Scotland,,2020-06-15,5.142857143
Scotland,,2020-06-16,5.285714286
Scotland,,2020-06-17,5.142857143
Scotland,,2020-06-18,4.571428571
Scotland,,2020-06-19,5
Scotland,,2020-06-20,4.714285714
Scotland,,2020-06-21,4
Scotland,,2020-06-22,4
Scotland,,2020-06-23,3.857142857
Scotland,,2020-06-24,3.428571429
Scotland,,2020-06-25,3.285714286
Scotland,,2020-06-26,2.714285714
Scotland,,2020-06-27,2.857142857
Scotland,,2020-06-28,3.142857143
Scotland,,2020-06-29,2.285714286
Scotland,,2020-06-30,1.714285714
Scotland,,2020-07-01,1.857142857
Scotland,,2020-07-02,1.714285714
Scotland,,2020-07-03,1.857142857
Scotland,,2020-07-04,1.571428571
Scotland,,2020-07-05,1.285714286
Scotland,,2020-07-06,1.571428571
Scotland,,2020-07-07,1.714285714
Scotland,,2020-07-08,1.285714286
Scotland,,2020-07-09,1.142857143
Scotland,,2020-07-10,1.428571429
Scotland,,2020-07-11,1.714285714
Scotland,,2020-07-12,1.714285714
Scotland,,2020-07-13,1.428571429
Scotland,,2020-07-14,1.285714286
Scotland,,2020-07-15,1.285714286
Scotland,,2020-07-16,1.571428571
Scotland,,2020-07-17,1.285714286
Scotland,,2020-07-18,1
Scotland,,2020-07-19,1.142857143
Scotland,,2020-07-20,1
Scotland,,2020-07-21,1
Scotland,,2020-07-22,1
Scotland,,2020-07-23,1
Scotland,,2020-07-24,0.857142857
Scotland,,2020-07-25,1.571428571
Scotland,,2020-07-26,1.285714286
Scotland,,2020-07-27,1.428571429
Scotland,,2020-07-28,1.428571429
Scotland,,2020-07-29,1.714285714
Scotland,,2020-07-30,1.571428571
Scotland,,2020-07-31,2
Scotland,,2020-08-01,1.285714286
Scotland,,2020-08-02,1.285714286
Scotland,,2020-08-03,1.714285714
Scotland,,2020-08-04,2
Scotland,,2020-08-05,2
Scotland,,2020-08-06,1.857142857
Scotland,,2020-08-07,2
Scotland,,2020-08-08,2.285714286
Scotland,,2020-08-09,2.285714286
Scotland,,2020-08-10,2.142857143
Scotland,,2020-08-11,2
Scotland,,2020-08-12,1.857142857
Scotland,,2020-08-13,2.285714286
Scotland,,2020-08-14,2.285714286
Scotland,,2020-08-15,2.714285714
Scotland,,2020-08-16,3
Scotland,,2020-08-17,3.285714286
Scotland,,2020-08-18,3.714285714
Scotland,,2020-08-19,4
Scotland,,2020-08-20,4.571428571
Scotland,,2020-08-21,4.428571429
Scotland,,2020-08-22,4.142857143
Scotland,,2020-08-23,4
Scotland,,2020-08-24,4.285714286
Scotland,,2020-08-25,5.142857143
Scotland,,2020-08-26,6
Scotland,,2020-08-27,6
Scotland,,2020-08-28,6.285714286
Scotland,,2020-08-29,6.142857143
Scotland,,2020-08-30,6.285714286
Scotland,,2020-08-31,6
Scotland,,2020-09-01,5
Scotland,,2020-09-02,4.285714286
Scotland,,2020-09-03,3.714285714
Scotland,,2020-09-04,5.142857143
Scotland,,2020-09-05,5.857142857
Scotland,,2020-09-06,6.571428571
Scotland,,2020-09-07,7.428571429
Scotland,,2020-09-08,8.285714286
Scotland,,2020-09-09,8.428571429
Scotland,,2020-09-10,10.57142857
Scotland,,2020-09-11,10.85714286
Scotland,,2020-09-12,11.57142857
Scotland,,2020-09-13,12.28571429
Scotland,,2020-09-14,13.14285714
Scotland,,2020-09-15,14.57142857
Scotland,,2020-09-16,18.42857143
Scotland,,2020-09-17,18.14285714
Scotland,,2020-09-18,17.28571429
Scotland,,2020-09-19,18
Scotland,,2020-09-20,18.71428571
Scotland,,2020-09-21,19.57142857
Scotland,,2020-09-22,21.14285714
Scotland,,2020-09-23,19.57142857
Scotland,,2020-09-24,21.57142857
Scotland,,2020-09-25,24.85714286
Scotland,,2020-09-26,27.14285714
Scotland,,2020-09-27,29.14285714
Scotland,,2020-09-28,31.85714286
Scotland,,2020-09-29,32
Scotland,,2020-09-30,35.28571429
Scotland,,2020-10-01,39.42857143
Scotland,,2020-10-02,41.85714286
Scotland,,2020-10-03,43.28571429
Scotland,,2020-10-04,44.57142857
Scotland,,2020-10-05,48.57142857
Scotland,,2020-10-06,57
Scotland,,2020-10-07,61.42857143
Scotland,,2020-10-08,65.85714286
Scotland,,2020-10-09,69.28571429
Scotland,,2020-10-10,72.71428571
Scotland,,2020-10-11,78
Scotland,,2020-10-12,82.14285714
Scotland,,2020-10-13,85.71428571
Scotland,,2020-10-14,91
Scotland,,2020-10-15,92.71428571
Scotland,,2020-10-16,99.57142857
Scotland,,2020-10-17,101.4285714
Scotland,,2020-10-18,102.2857143
Scotland,,2020-10-19,105.8571429
Scotland,,2020-10-20,107.7142857
Scotland,,2020-10-21,109.7142857
Scotland,,2020-10-22,113.1428571
Scotland,,2020-10-23,112.7142857
Scotland,,2020-10-24,117.2857143
Scotland,,2020-10-25,120.7142857
Scotland,,2020-10-26,121.1428571
Scotland,,2020-10-27,121.1428571
Scotland,,2020-10-28,120.1428571
Scotland,,2020-10-29,115.7142857
Scotland,,2020-10-30,115.4285714
Scotland,,2020-10-31,113.5714286
Scotland,,2020-11-01,111.2857143
Scotland,,2020-11-02,107.8571429
Scotland,,2020-11-03,104.1428571
Scotland,,2020-11-04,102.7142857
Scotland,,2020-11-05,102.7142857
Scotland,,2020-11-06,99.28571429
Scotland,,2020-11-07,96.85714286
Scotland,,2020-11-08,94.28571429
Scotland,,2020-11-09,92.57142857
Scotland,,2020-11-10,92.28571429
Scotland,,2020-11-11,92.14285714
Scotland,,2020-11-12,93.71428571
Scotland,,2020-11-13,95.28571429
Scotland,,2020-11-14,96.85714286
Scotland,,2020-11-15,98.57142857
Scotland,,2020-11-16,98
Scotland,,2020-11-17,98.14285714
Scotland,,2020-11-18,95.28571429
Scotland,,2020-11-19,92.42857143
Scotland,,2020-11-20,91.57142857
Scotland,,2020-11-21,90.42857143
Scotland,,2020-11-22,87.28571429
Scotland,,2020-11-23,89.42857143
Scotland,,2020-11-24,89.14285714
Scotland,,2020-11-25,87.42857143
Scotland,,2020-11-26,87.57142857
Scotland,,2020-11-27,85.42857143
Scotland,,2020-11-28,81.14285714
Scotland,,2020-11-29,81.14285714
Scotland,,2020-11-30,78
Scotland,,2020-12-01,74
Scotland,,2020-12-02,76.42857143
Scotland,,2020-12-03,73.14285714
Scotland,,2020-12-04,71.71428571
Scotland,,2020-12-05,74
Scotland,,2020-12-06,73.28571429
Scotland,,2020-12-07,72.57142857
Scotland,,2020-12-08,74.71428571
Scotland,,2020-12-09,73.14285714
Scotland,,2020-12-10,75.28571429
Scotland,,2020-12-11,75.28571429
Scotland,,2020-12-12,73.42857143
Scotland,,2020-12-13,72.85714286
Scotland,,2020-12-14,73.57142857
Scotland,,2020-12-15,69.57142857
Scotland,,2020-12-16,69.14285714
Scotland,,2020-12-17,68.14285714
Scotland,,2020-12-18,67
Scotland,,2020-12-19,68
Scotland,,2020-12-20,68.42857143
Scotland,,2020-12-21,68.85714286
Scotland,,2020-12-22,70.57142857
Scotland,,2020-12-23,68.85714286
Scotland,,2020-12-24,64.85714286
Scotland,,2020-12-25,62.28571429
Scotland,,2020-12-26,61.42857143
Scotland,,2020-12-27,65.57142857
Scotland,,2020-12-28,67.85714286
South East,,2020-03-19,0
South East,,2020-03-20,0
South East,,2020-03-21,0
South East,,2020-03-22,0
South East,,2020-03-23,0
South East,,2020-03-24,0
South East,,2020-03-25,108
South East,,2020-03-26,113
South East,,2020-03-27,133
South East,,2020-03-28,155.7142857
South East,,2020-03-29,181.2857143
South East,,2020-03-30,210.2857143
South East,,2020-03-31,234.8571429
South East,,2020-04-01,258.1428571
South East,,2020-04-02,284.4285714
South East,,2020-04-03,299
South East,,2020-04-04,313
South East,,2020-04-05,313.5714286
South East,,2020-04-06,314.8571429
South East,,2020-04-07,323.1428571
South East,,2020-04-08,315.2857143
South East,,2020-04-09,310.1428571
South East,,2020-04-10,301.1428571
South East,,2020-04-11,285
South East,,2020-04-12,278
South East,,2020-04-13,263.8571429
South East,,2020-04-14,239.8571429
South East,,2020-04-15,236.8571429
South East,,2020-04-16,242.5714286
South East,,2020-04-17,241.2857143
South East,,2020-04-18,233.4285714
South East,,2020-04-19,229.2857143
South East,,2020-04-20,229.2857143
South East,,2020-04-21,231.1428571
South East,,2020-04-22,227.4285714
South East,,2020-04-23,206.7142857
South East,,2020-04-24,203.1428571
South East,,2020-04-25,201.4285714
South East,,2020-04-26,199
South East,,2020-04-27,195
South East,,2020-04-28,188.5714286
South East,,2020-04-29,187.7142857
South East,,2020-04-30,185.2857143
South East,,2020-05-01,173.7142857
South East,,2020-05-02,170
South East,,2020-05-03,163.5714286
South East,,2020-05-04,152.4285714
South East,,2020-05-05,146.4285714
South East,,2020-05-06,136.5714286
South East,,2020-05-07,128.4285714
South East,,2020-05-08,119.4285714
South East,,2020-05-09,112.8571429
South East,,2020-05-10,113.1428571
South East,,2020-05-11,112
South East,,2020-05-12,111.7142857
South East,,2020-05-13,107.7142857
South East,,2020-05-14,108.5714286
South East,,2020-05-15,107.7142857
South East,,2020-05-16,104.1428571
South East,,2020-05-17,97.71428571
South East,,2020-05-18,96.42857143
South East,,2020-05-19,94.57142857
South East,,2020-05-20,95.71428571
South East,,2020-05-21,92.14285714
South East,,2020-05-22,91.14285714
South East,,2020-05-23,89.42857143
South East,,2020-05-24,87.14285714
South East,,2020-05-25,84
South East,,2020-05-26,80.85714286
South East,,2020-05-27,75.85714286
South East,,2020-05-28,74.57142857
South East,,2020-05-29,72.71428571
South East,,2020-05-30,74.85714286
South East,,2020-05-31,70.28571429
South East,,2020-06-01,66.57142857
South East,,2020-06-02,67.85714286
South East,,2020-06-03,65.71428571
South East,,2020-06-04,62.42857143
South East,,2020-06-05,59.14285714
South East,,2020-06-06,55.57142857
South East,,2020-06-07,55.14285714
South East,,2020-06-08,52.57142857
South East,,2020-06-09,46.28571429
South East,,2020-06-10,41.42857143
South East,,2020-06-11,37.28571429
South East,,2020-06-12,35.28571429
South East,,2020-06-13,32.28571429
South East,,2020-06-14,32.71428571
South East,,2020-06-15,33.71428571
South East,,2020-06-16,33.42857143
South East,,2020-06-17,34.14285714
South East,,2020-06-18,33.42857143
South East,,2020-06-19,33
South East,,2020-06-20,34
South East,,2020-06-21,31.28571429
South East,,2020-06-22,29.42857143
South East,,2020-06-23,27.14285714
South East,,2020-06-24,27
South East,,2020-06-25,27.71428571
South East,,2020-06-26,27.28571429
South East,,2020-06-27,26.71428571
South East,,2020-06-28,26.28571429
South East,,2020-06-29,25
South East,,2020-06-30,26.42857143
South East,,2020-07-01,26.42857143
South East,,2020-07-02,25.42857143
South East,,2020-07-03,25
South East,,2020-07-04,23.57142857
South East,,2020-07-05,22.28571429
South East,,2020-07-06,21.71428571
South East,,2020-07-07,20.57142857
South East,,2020-07-08,19.42857143
South East,,2020-07-09,20.14285714
South East,,2020-07-10,19.71428571
South East,,2020-07-11,18.71428571
South East,,2020-07-12,17.71428571
South East,,2020-07-13,18.57142857
South East,,2020-07-14,17.42857143
South East,,2020-07-15,16.85714286
South East,,2020-07-16,15.42857143
South East,,2020-07-17,14.85714286
South East,,2020-07-18,14.42857143
South East,,2020-07-19,15.14285714
South East,,2020-07-20,12.71428571
South East,,2020-07-21,11.57142857
South East,,2020-07-22,11
South East,,2020-07-23,10.57142857
South East,,2020-07-24,10.85714286
South East,,2020-07-25,10.28571429
South East,,2020-07-26,9.714285714
South East,,2020-07-27,10.42857143
South East,,2020-07-28,11.14285714
South East,,2020-07-29,10.85714286
South East,,2020-07-30,10.28571429
South East,,2020-07-31,9.714285714
South East,,2020-08-01,10.71428571
South East,,2020-08-02,10.14285714
South East,,2020-08-03,8.857142857
South East,,2020-08-04,8.428571429
South East,,2020-08-05,8.857142857
South East,,2020-08-06,8
South East,,2020-08-07,7.428571429
South East,,2020-08-08,6.428571429
South East,,2020-08-09,6.285714286
South East,,2020-08-10,6.285714286
South East,,2020-08-11,5.428571429
South East,,2020-08-12,5.571428571
South East,,2020-08-13,6.714285714
South East,,2020-08-14,7.142857143
South East,,2020-08-15,6.571428571
South East,,2020-08-16,6.714285714
South East,,2020-08-17,6.857142857
South East,,2020-08-18,7.285714286
South East,,2020-08-19,6.428571429
South East,,2020-08-20,5.571428571
South East,,2020-08-21,4.571428571
South East,,2020-08-22,4.857142857
South East,,2020-08-23,5.285714286
South East,,2020-08-24,5.714285714
South East,,2020-08-25,6.142857143
South East,,2020-08-26,6.142857143
South East,,2020-08-27,7.285714286
South East,,2020-08-28,8
South East,,2020-08-29,8
South East,,2020-08-30,7.142857143
South East,,2020-08-31,6.857142857
South East,,2020-09-01,6.571428571
South East,,2020-09-02,7.285714286
South East,,2020-09-03,6.714285714
South East,,2020-09-04,7
South East,,2020-09-05,7.142857143
South East,,2020-09-06,8
South East,,2020-09-07,7.714285714
South East,,2020-09-08,8
South East,,2020-09-09,8.714285714
South East,,2020-09-10,9
South East,,2020-09-11,9.285714286
South East,,2020-09-12,10.14285714
South East,,2020-09-13,10.71428571
South East,,2020-09-14,11.42857143
South East,,2020-09-15,11.14285714
South East,,2020-09-16,10.57142857
South East,,2020-09-17,10.28571429
South East,,2020-09-18,10
South East,,2020-09-19,10.57142857
South East,,2020-09-20,10.14285714
South East,,2020-09-21,10.85714286
South East,,2020-09-22,12
South East,,2020-09-23,13.57142857
South East,,2020-09-24,14.57142857
South East,,2020-09-25,15.85714286
South East,,2020-09-26,15.57142857
South East,,2020-09-27,15.14285714
South East,,2020-09-28,15
South East,,2020-09-29,14.85714286
South East,,2020-09-30,14.57142857
South East,,2020-10-01,14.71428571
South East,,2020-10-02,13.85714286
South East,,2020-10-03,14.57142857
South East,,2020-10-04,16.28571429
South East,,2020-10-05,17.42857143
South East,,2020-10-06,19
South East,,2020-10-07,21.71428571
South East,,2020-10-08,24.57142857
South East,,2020-10-09,27.71428571
South East,,2020-10-10,29.28571429
South East,,2020-10-11,30.57142857
South East,,2020-10-12,32.85714286
South East,,2020-10-13,36.14285714
South East,,2020-10-14,35.71428571
South East,,2020-10-15,38
South East,,2020-10-16,37.85714286
South East,,2020-10-17,38.42857143
South East,,2020-10-18,40.28571429
South East,,2020-10-19,42.28571429
South East,,2020-10-20,40.71428571
South East,,2020-10-21,44.57142857
South East,,2020-10-22,48.14285714
South East,,2020-10-23,53.42857143
South East,,2020-10-24,57.85714286
South East,,2020-10-25,61.71428571
South East,,2020-10-26,66.71428571
South East,,2020-10-27,73.42857143
South East,,2020-10-28,75.71428571
South East,,2020-10-29,79.42857143
South East,,2020-10-30,81.42857143
South East,,2020-10-31,86.14285714
South East,,2020-11-01,89.14285714
South East,,2020-11-02,93.28571429
South East,,2020-11-03,92.85714286
South East,,2020-11-04,96.85714286
South East,,2020-11-05,102.1428571
South East,,2020-11-06,105.4285714
South East,,2020-11-07,112.8571429
South East,,2020-11-08,119.8571429
South East,,2020-11-09,123
South East,,2020-11-10,127.1428571
South East,,2020-11-11,132.8571429
South East,,2020-11-12,138.7142857
South East,,2020-11-13,137.2857143
South East,,2020-11-14,134.7142857
South East,,2020-11-15,133.7142857
South East,,2020-11-16,134
South East,,2020-11-17,138.4285714
South East,,2020-11-18,140.5714286
South East,,2020-11-19,143.4285714
South East,,2020-11-20,150.2857143
South East,,2020-11-21,156.2857143
South East,,2020-11-22,158.2857143
South East,,2020-11-23,161
South East,,2020-11-24,162
South East,,2020-11-25,162.2857143
South East,,2020-11-26,153
South East,,2020-11-27,150
South East,,2020-11-28,146.1428571
South East,,2020-11-29,149
South East,,2020-11-30,148.1428571
South East,,2020-12-01,146.1428571
South East,,2020-12-02,148
South East,,2020-12-03,158.2857143
South East,,2020-12-04,165.5714286
South East,,2020-12-05,171.2857143
South East,,2020-12-06,175.7142857
South East,,2020-12-07,183.1428571
South East,,2020-12-08,193
South East,,2020-12-09,200.5714286
South East,,2020-12-10,207.8571429
South East,,2020-12-11,216.4285714
South East,,2020-12-12,227.1428571
South East,,2020-12-13,236.1428571
South East,,2020-12-14,242.5714286
South East,,2020-12-15,252.2857143
South East,,2020-12-16,267.2857143
South East,,2020-12-17,274.4285714
South East,,2020-12-18,283.7142857
South East,,2020-12-19,300.4285714
South East,,2020-12-20,313.1428571
South East,,2020-12-21,328.1428571
South East,,2020-12-22,342
South East,,2020-12-23,339.7142857
South East,,2020-12-24,342.2857143
South East,,2020-12-25,346.4285714
South East,,2020-12-26,352.4285714
South East,,2020-12-27,376.4285714
South East,,2020-12-28,386.2857143
South East,,2020-12-29,405.7142857
South East,,2020-12-30,438.7142857
South East,,2020-12-31,449.7142857
South East,,2021-01-01,493.8571429
South East,,2021-01-02,518.1428571
South West,,2020-03-19,0
South West,,2020-03-20,0
South West,,2020-03-21,0
South West,,2020-03-22,0
South West,,2020-03-23,0
South West,,2020-03-24,0
South West,,2020-03-25,52.57142857
South West,,2020-03-26,60.71428571
South West,,2020-03-27,69.57142857
South West,,2020-03-28,82
South West,,2020-03-29,92
South West,,2020-03-30,101.4285714
South West,,2020-03-31,110.2857143
South West,,2020-04-01,112.8571429
South West,,2020-04-02,122.2857143
South West,,2020-04-03,124.8571429
South West,,2020-04-04,120.2857143
South West,,2020-04-05,123.5714286
South West,,2020-04-06,125.8571429
South West,,2020-04-07,130.1428571
South West,,2020-04-08,133.2857143
South West,,2020-04-09,128.8571429
South West,,2020-04-10,130
South West,,2020-04-11,134.1428571
South West,,2020-04-12,134
South West,,2020-04-13,129.5714286
South West,,2020-04-14,123
South West,,2020-04-15,119.8571429
South West,,2020-04-16,119.4285714
South West,,2020-04-17,115.2857143
South West,,2020-04-18,110.1428571
South West,,2020-04-19,102.5714286
South West,,2020-04-20,97.42857143
South West,,2020-04-21,95
South West,,2020-04-22,91
South West,,2020-04-23,86.14285714
South West,,2020-04-24,84.71428571
South West,,2020-04-25,80.28571429
South West,,2020-04-26,76.71428571
South West,,2020-04-27,75.57142857
South West,,2020-04-28,73
South West,,2020-04-29,68.14285714
South West,,2020-04-30,66.14285714
South West,,2020-05-01,61.85714286
South West,,2020-05-02,63
South West,,2020-05-03,65.42857143
South West,,2020-05-04,65.57142857
South West,,2020-05-05,62.42857143
South West,,2020-05-06,63.57142857
South West,,2020-05-07,61.14285714
South West,,2020-05-08,59.85714286
South West,,2020-05-09,56.57142857
South West,,2020-05-10,52.71428571
South West,,2020-05-11,51
South West,,2020-05-12,49.42857143
South West,,2020-05-13,48.57142857
South West,,2020-05-14,46.28571429
South West,,2020-05-15,45.85714286
South West,,2020-05-16,47
South West,,2020-05-17,45
South West,,2020-05-18,43.57142857
South West,,2020-05-19,45.57142857
South West,,2020-05-20,46
South West,,2020-05-21,48.28571429
South West,,2020-05-22,46.71428571
South West,,2020-05-23,43.14285714
South West,,2020-05-24,42.57142857
South West,,2020-05-25,40.85714286
South West,,2020-05-26,38.71428571
South West,,2020-05-27,35.85714286
South West,,2020-05-28,35.14285714
South West,,2020-05-29,33.14285714
South West,,2020-05-30,33.57142857
South West,,2020-05-31,33.57142857
South West,,2020-06-01,35
South West,,2020-06-02,35.71428571
South West,,2020-06-03,35.42857143
South West,,2020-06-04,30.85714286
South West,,2020-06-05,31.57142857
South West,,2020-06-06,31.14285714
South West,,2020-06-07,31
South West,,2020-06-08,25.42857143
South West,,2020-06-09,21.85714286
South West,,2020-06-10,20.42857143
South West,,2020-06-11,19.14285714
South West,,2020-06-12,15.42857143
South West,,2020-06-13,13.14285714
South West,,2020-06-14,10.71428571
South West,,2020-06-15,11
South West,,2020-06-16,10.14285714
South West,,2020-06-17,8.285714286
South West,,2020-06-18,9.142857143
South West,,2020-06-19,9.857142857
South West,,2020-06-20,8.857142857
South West,,2020-06-21,8.571428571
South West,,2020-06-22,7.428571429
South West,,2020-06-23,7.142857143
South West,,2020-06-24,6.857142857
South West,,2020-06-25,6.714285714
South West,,2020-06-26,6.428571429
South West,,2020-06-27,7.428571429
South West,,2020-06-28,8.142857143
South West,,2020-06-29,9
South West,,2020-06-30,9.285714286
South West,,2020-07-01,8.714285714
South West,,2020-07-02,7.285714286
South West,,2020-07-03,7
South West,,2020-07-04,6.142857143
South West,,2020-07-05,5.714285714
South West,,2020-07-06,5
South West,,2020-07-07,3.857142857
South West,,2020-07-08,3.428571429
South West,,2020-07-09,3.857142857
South West,,2020-07-10,4
South West,,2020-07-11,4
South West,,2020-07-12,3.571428571
South West,,2020-07-13,4.142857143
South West,,2020-07-14,4.428571429
South West,,2020-07-15,5
South West,,2020-07-16,4.714285714
South West,,2020-07-17,4.857142857
South West,,2020-07-18,4.285714286
South West,,2020-07-19,4.285714286
South West,,2020-07-20,3.714285714
South West,,2020-07-21,3.142857143
South West,,2020-07-22,2.857142857
South West,,2020-07-23,2.714285714
South West,,2020-07-24,1.714285714
South West,,2020-07-25,2.142857143
South West,,2020-07-26,2.285714286
